EmpID,Age,JobLevel,Dept,WorkEnv,PhysicalActivityHours,Stress,SleepHours,CommuteMode,CommuteDistance,JobSatisfaction
2015,24.0,Junior,Sales,2,1.3,3.0,7.7,Motorbike,17.0,4.0
2628,27.0,Junior,IT,4,1.4,5.0,6.6,Public Transport,7.0,3.0
1678,35.0,Mid,Sales,2,2.6,1.0,7.2,Motorbike,19.0,4.0
1480,32.0,Mid,Finance,1,2.1,4.0,7.0,Car,9.0,1.0
1500,37.0,Senior,IT,5,3.2,2.0,8.7,Car,17.0,4.0
1372,31.0,Senior,Finance,1,1.7,1.0,8.0,Car,29.0,2.0
2156,33.0,Senior,Sales,5,1.7,1.0,7.4,Public Transport,16.0,4.0
964,33.0,Mid,HR,4,2.6,1.0,6.7,Public Transport,6.0,3.0
2912,35.0,Senior,Operations,4,0.7,1.0,6.8,Car,19.0,4.0
396,53.0,Lead,IT,5,0.9,1.0,4.9,Car,12.0,4.0
1614,36.0,,Operations,4,3.0,3.0,9.3,Car,21.0,5.0
2454,35.0,Senior,Legal,2,1.8,1.0,6.6,Motorbike,19.0,4.0
536,35.0,Senior,Legal,3,2.0,1.0,6.7,Car,10.0,3.0
2529,24.0,Junior,Finance,5,3.4,1.0,6.9,Motorbike,10.0,3.0
1478,32.0,Mid,Operations,3,1.6,1.0,6.3,Car,24.0,4.0
182,27.0,Junior,Finance,3,2.9,5.0,8.7,Public Transport,27.0,5.0
2161,50.0,Senior,IT,5,1.3,1.0,7.8,Motorbike,14.0,4.0
2795,23.0,Intern/Fresher,Sales,5,3.3,1.0,6.5,Public Transport,7.0,5.0
493,31.0,Mid,Finance,1,2.1,4.0,6.0,Car,29.0,3.0
1800,24.0,Junior,Finance,5,2.2,3.0,9.1,Public Transport,22.0,5.0
1470,31.0,,,1,3.5,2.0,7.7,,6.0,4.0
2440,24.0,Junior,IT,3,1.8,1.0,7.3,Public Transport,10.0,3.0
2405,32.0,Senior,Sales,5,0.0,2.0,7.5,Public Transport,10.0,4.0
1004,22.0,Junior,Legal,1,2.6,1.0,7.4,Public Transport,20.0,3.0
1547,28.0,Mid,Legal,4,2.6,1.0,7.0,Public Transport,5.0,4.0
1494,38.0,Mid,Marketing,4,1.8,1.0,6.6,Public Transport,13.0,4.0
316,34.0,Mid,Finance,1,1.6,3.0,7.8,Motorbike,3.0,2.0
2219,37.0,Senior,IT,2,1.6,4.0,7.6,Public Transport,9.0,3.0
685,33.0,,,1,,2.0,,,,3.0
1673,28.0,Mid,Operations,3,2.5,1.0,7.2,Public Transport,20.0,4.0
2477,32.0,Mid,Finance,1,2.4,1.0,5.9,Car,12.0,3.0
1823,36.0,Mid,IT,2,2.2,2.0,7.9,Public Transport,9.0,4.0
1184,40.0,Mid,Finance,1,0.6,4.0,7.8,Public Transport,22.0,1.0
789,25.0,Junior,Sales,5,1.0,2.0,6.7,Car,12.0,3.0
1052,59.0,Lead,Marketing,2,2.4,1.0,7.0,Car,24.0,1.0
1350,43.0,Mid,Finance,5,0.6,2.0,7.6,Motorbike,21.0,5.0
968,38.0,Mid,Marketing,1,1.0,1.0,7.7,Public Transport,20.0,3.0
1504,54.0,Lead,Operations,4,2.5,2.0,4.8,Bike,3.0,1.0
625,51.0,Senior,Finance,4,1.2,1.0,6.2,Car,23.0,4.0
2567,31.0,Mid,IT,1,1.9,1.0,8.1,Motorbike,11.0,3.0
958,35.0,,,3,0.4,1.0,8.2,,22.0,3.0
1293,36.0,Mid,HR,5,4.5,4.0,5.6,Car,22.0,2.0
1069,22.0,Intern/Fresher,IT,5,2.1,2.0,7.2,Bike,10.0,3.0
2955,32.0,Senior,Finance,2,3.5,1.0,8.6,Car,11.0,5.0
2957,32.0,Mid,IT,1,2.5,1.0,6.1,Bike,8.0,3.0
2263,51.0,Senior,Marketing,1,0.7,1.0,6.4,Car,24.0,4.0
346,38.0,Senior,IT,4,2.5,1.0,8.1,Motorbike,17.0,4.0
783,43.0,Senior,HR,1,3.9,4.0,6.7,Car,24.0,1.0
2524,34.0,Mid,IT,3,3.0,3.0,8.5,Car,21.0,3.0
2044,37.0,Mid,IT,3,0.8,2.0,8.2,Car,23.0,4.0
1661,33.0,Mid,Sales,1,4.2,2.0,6.2,Walk,1.0,4.0
1948,45.0,Mid,Sales,5,2.0,1.0,8.0,Car,9.0,5.0
1496,53.0,Lead,IT,4,2.0,1.0,7.5,Walk,2.0,4.0
231,36.0,,Marketing,1,1.3,1.0,9.7,,1.0,4.0
1760,27.0,Mid,IT,2,2.0,1.0,6.6,Public Transport,21.0,1.0
2462,26.0,Junior,HR,5,3.0,2.0,6.5,Public Transport,28.0,4.0
2218,27.0,Junior,Finance,3,1.4,2.0,7.2,Public Transport,18.0,4.0
1357,42.0,Lead,IT,2,0.8,5.0,7.7,Car,18.0,1.0
1819,23.0,Intern/Fresher,IT,4,2.9,5.0,7.7,Public Transport,12.0,1.0
451,53.0,Lead,IT,5,0.9,1.0,8.0,Bike,4.0,4.0
2697,23.0,Intern/Fresher,Marketing,1,1.6,1.0,7.3,Motorbike,10.0,4.0
2733,,,,3,,3.0,,,,
757,25.0,Junior,IT,5,0.1,2.0,7.6,Car,17.0,1.0
157,29.0,Mid,IT,5,2.8,1.0,8.4,Walk,1.0,5.0
1324,25.0,Junior,Customer Service,1,1.1,3.0,6.4,Bike,6.0,2.0
2492,52.0,Senior,Legal,2,2.5,1.0,7.8,Bike,2.0,4.0
2355,29.0,Senior,HR,1,2.0,3.0,6.4,Public Transport,5.0,3.0
1706,34.0,Senior,Legal,2,1.4,2.0,6.2,Bike,5.0,4.0
1443,48.0,Mid,Operations,2,3.5,1.0,7.5,Car,29.0,1.0
2820,51.0,Senior,Operations,4,0.0,1.0,8.3,Bike,4.0,5.0
1578,51.0,Senior,IT,5,2.8,3.0,7.5,Public Transport,27.0,4.0
144,30.0,,,1,3.2,1.0,7.1,,8.0,5.0
1242,23.0,Intern/Fresher,Sales,3,3.5,1.0,6.4,Walk,1.0,2.0
2700,26.0,Junior,IT,1,3.6,1.0,5.8,Car,10.0,4.0
2173,38.0,Senior,IT,4,1.5,1.0,5.3,Bike,7.0,4.0
1187,32.0,,Operations,5,2.1,3.0,6.5,Walk,1.0,2.0
1751,33.0,Senior,Operations,4,0.3,2.0,7.3,Car,13.0,4.0
995,24.0,Junior,Marketing,3,1.5,1.0,6.2,Bike,7.0,3.0
618,34.0,Mid,IT,5,3.2,2.0,6.9,Car,12.0,3.0
1638,22.0,Junior,IT,1,1.8,1.0,8.0,Walk,2.0,4.0
2500,37.0,Senior,Finance,5,2.2,1.0,7.0,Car,24.0,4.0
1425,47.0,Senior,Finance,5,1.9,3.0,7.2,Walk,2.0,2.0
1560,37.0,Senior,IT,2,3.0,1.0,6.3,Car,22.0,1.0
2441,52.0,Lead,Marketing,3,1.8,1.0,7.9,Walk,1.0,4.0
2000,40.0,Lead,IT,3,2.4,5.0,7.1,Car,12.0,1.0
907,33.0,Senior,Operations,4,1.8,2.0,6.8,Public Transport,5.0,3.0
1428,43.0,Lead,Operations,4,3.0,1.0,6.6,Public Transport,11.0,2.0
120,36.0,Mid,IT,2,2.1,1.0,6.7,Bike,1.0,5.0
338,27.0,Junior,Operations,4,2.3,1.0,7.8,Public Transport,20.0,5.0
2799,38.0,Senior,Finance,5,3.1,4.0,6.8,Motorbike,9.0,5.0
169,32.0,Senior,Customer Service,4,1.5,4.0,5.6,Bike,1.0,5.0
538,22.0,Intern/Fresher,IT,4,2.7,2.0,7.0,Car,19.0,4.0
1236,58.0,Lead,Sales,4,0.9,1.0,8.3,Car,23.0,5.0
2314,33.0,Senior,Marketing,2,1.5,1.0,6.7,Public Transport,18.0,4.0
1467,36.0,Mid,Sales,4,2.5,3.0,6.3,Walk,2.0,1.0
2727,34.0,Senior,IT,1,1.5,1.0,6.3,Public Transport,22.0,3.0
2108,23.0,Junior,Marketing,5,3.5,1.0,6.6,Car,5.0,4.0
221,34.0,Senior,IT,1,1.9,2.0,7.0,Bike,6.0,4.0
97,38.0,Mid,IT,3,2.6,1.0,7.3,Walk,2.0,5.0
1665,22.0,Intern/Fresher,HR,3,1.3,1.0,7.7,Walk,2.0,4.0
1047,23.0,Intern/Fresher,IT,2,1.3,2.0,4.8,Car,28.0,1.0
199,22.0,Intern/Fresher,IT,4,1.2,2.0,6.0,Bike,4.0,5.0
756,22.0,Intern/Fresher,Operations,4,2.9,1.0,7.0,Walk,1.0,3.0
931,52.0,Lead,Operations,3,2.3,4.0,7.7,Walk,2.0,3.0
877,42.0,Mid,HR,3,1.0,1.0,5.9,Bike,2.0,1.0
2958,47.0,Senior,IT,3,2.7,2.0,7.0,Car,14.0,5.0
2849,23.0,Junior,IT,3,1.7,3.0,9.1,Public Transport,8.0,3.0
2252,42.0,Senior,IT,3,2.2,1.0,5.8,Motorbike,14.0,4.0
2905,50.0,Senior,Finance,4,4.1,2.0,7.9,Car,9.0,3.0
2191,29.0,Mid,Sales,5,1.5,2.0,7.3,Walk,2.0,4.0
2435,24.0,Junior,Operations,4,1.0,3.0,7.3,Car,25.0,3.0
522,38.0,Mid,Legal,4,1.9,2.0,7.0,Bike,1.0,3.0
2612,39.0,Senior,Finance,1,2.1,1.0,5.8,Bike,6.0,4.0
173,26.0,Mid,Sales,5,2.3,3.0,7.8,Walk,2.0,5.0
50,51.0,Senior,IT,3,0.2,3.0,5.6,Bike,3.0,5.0
1585,36.0,Mid,Customer Service,3,2.1,1.0,6.4,Public Transport,16.0,4.0
1965,30.0,Senior,Operations,1,2.6,1.0,5.5,Car,26.0,1.0
2942,43.0,Senior,Sales,4,2.8,2.0,6.5,Walk,2.0,5.0
1710,26.0,Mid,Finance,4,3.2,1.0,7.5,Motorbike,13.0,4.0
2095,37.0,Mid,Legal,4,3.4,4.0,7.7,Car,21.0,4.0
1806,23.0,Intern/Fresher,Finance,5,3.2,1.0,7.0,Public Transport,26.0,4.0
922,26.0,Junior,Sales,5,2.1,1.0,7.8,Car,16.0,5.0
3023,26.0,Mid,IT,3,2.1,1.0,8.8,Car,13.0,5.0
2260,54.0,Senior,Operations,3,1.9,1.0,6.5,Bike,8.0,4.0
521,51.0,Lead,Sales,4,2.3,1.0,7.1,Walk,1.0,4.0
1111,59.0,Lead,Customer Service,5,1.4,1.0,7.2,Motorbike,14.0,2.0
2751,23.0,Junior,IT,5,1.7,1.0,6.5,Public Transport,8.0,4.0
2511,26.0,,,3,0.5,5.0,6.4,,9.0,3.0
1252,36.0,Senior,Customer Service,3,1.5,2.0,8.0,Bike,4.0,1.0
918,29.0,Mid,Legal,2,3.5,1.0,6.9,Car,10.0,3.0
1509,39.0,Mid,Sales,4,0.0,3.0,9.3,Motorbike,17.0,4.0
2372,33.0,Senior,Finance,4,2.9,5.0,8.2,Walk,1.0,3.0
1223,33.0,Senior,IT,2,1.0,1.0,8.5,Car,15.0,2.0
2479,53.0,Lead,Legal,5,1.9,1.0,5.9,Motorbike,23.0,3.0
2735,29.0,Junior,Finance,1,2.1,1.0,6.7,Bike,7.0,4.0
2667,26.0,Junior,Legal,1,1.0,1.0,9.1,Public Transport,17.0,4.0
1899,30.0,Senior,Operations,3,4.0,1.0,7.4,Public Transport,7.0,4.0
484,31.0,Senior,Customer Service,5,2.8,1.0,9.0,Bike,10.0,5.0
1108,29.0,Junior,IT,1,1.2,1.0,6.1,Bike,2.0,1.0
186,34.0,Senior,IT,3,4.0,2.0,5.6,Walk,2.0,5.0
686,36.0,Senior,Finance,1,0.7,3.0,4.8,Public Transport,19.0,1.0
1642,26.0,Junior,Finance,2,0.9,1.0,7.1,Public Transport,19.0,5.0
2871,52.0,Senior,Sales,1,2.1,1.0,7.4,Public Transport,17.0,3.0
1215,31.0,Mid,Operations,4,3.4,1.0,5.4,Motorbike,4.0,2.0
1633,56.0,Lead,HR,1,2.0,1.0,7.5,Car,18.0,4.0
2981,23.0,Intern/Fresher,Legal,3,2.7,1.0,6.8,Bike,5.0,5.0
1769,30.0,Mid,Operations,1,0.9,3.0,6.2,Motorbike,24.0,1.0
253,31.0,Senior,Finance,2,1.5,1.0,7.1,Public Transport,16.0,4.0
1522,27.0,Junior,Sales,2,3.4,5.0,5.4,Bike,3.0,1.0
579,39.0,Senior,IT,5,2.7,2.0,7.9,Car,22.0,4.0
216,59.0,Senior,HR,2,1.2,2.0,5.9,Walk,2.0,5.0
966,36.0,Mid,Legal,2,1.6,3.0,7.5,Bike,10.0,1.0
132,49.0,Lead,Marketing,4,3.0,1.0,6.2,Car,21.0,5.0
1903,22.0,Intern/Fresher,Sales,2,2.8,3.0,6.7,Bike,3.0,1.0
629,22.0,Intern/Fresher,Finance,2,0.3,3.0,8.1,Car,28.0,3.0
1301,49.0,Senior,Customer Service,1,2.4,1.0,6.8,Car,6.0,2.0
2553,26.0,Junior,Finance,1,1.8,2.0,5.9,Car,21.0,3.0
947,23.0,Intern/Fresher,Marketing,1,1.9,1.0,6.0,Bike,4.0,3.0
1829,22.0,Junior,IT,5,2.3,1.0,9.1,Car,12.0,4.0
2495,34.0,Mid,Customer Service,3,2.6,1.0,7.8,Public Transport,15.0,4.0
2462,26.0,Junior,HR,5,3.0,2.0,6.5,Public Transport,28.0,4.0
2417,50.0,Senior,IT,3,1.0,1.0,8.9,Public Transport,16.0,3.0
1156,48.0,,,4,2.0,3.0,7.3,,15.0,2.0
2574,41.0,Senior,Marketing,5,2.7,2.0,6.9,Walk,2.0,4.0
2490,24.0,Junior,Operations,3,2.7,2.0,6.1,Car,23.0,3.0
401,34.0,Senior,Operations,4,3.8,2.0,7.6,Car,14.0,4.0
564,42.0,Mid,Marketing,4,1.4,1.0,8.0,Car,12.0,4.0
504,28.0,Junior,Operations,3,2.0,3.0,4.9,Public Transport,10.0,3.0
830,40.0,Mid,Operations,4,2.0,1.0,6.1,Public Transport,18.0,3.0
1505,22.0,Intern/Fresher,Legal,2,3.0,3.0,6.1,Car,11.0,1.0
514,44.0,Lead,Legal,1,1.0,1.0,5.7,Motorbike,13.0,3.0
737,34.0,Mid,Finance,2,1.1,1.0,7.8,Bike,5.0,1.0
1011,34.0,Senior,Sales,5,2.3,3.0,7.1,Motorbike,11.0,3.0
3015,54.0,Lead,Finance,2,1.4,1.0,7.3,Bike,5.0,5.0
1636,49.0,Lead,Marketing,3,1.4,3.0,6.0,Walk,1.0,1.0
2690,26.0,Junior,Sales,2,2.8,1.0,6.7,Public Transport,22.0,3.0
844,48.0,Senior,IT,4,2.0,1.0,6.1,Public Transport,9.0,3.0
2065,34.0,Senior,Sales,3,1.3,1.0,8.1,Motorbike,9.0,4.0
151,28.0,Senior,Sales,5,1.8,3.0,8.3,Bike,3.0,5.0
1836,24.0,Mid,Legal,1,1.8,1.0,7.2,Motorbike,6.0,4.0
78,22.0,Intern/Fresher,Customer Service,1,2.7,1.0,6.6,Public Transport,26.0,5.0
2004,28.0,,,3,2.2,2.0,7.7,,24.0,4.0
2099,41.0,,Finance,2,2.7,1.0,6.0,,1.0,4.0
1476,25.0,,,3,,5.0,,,,1.0
2894,37.0,Senior,IT,4,1.6,1.0,7.4,Bike,2.0,5.0
2466,25.0,Junior,IT,4,2.2,1.0,5.5,Public Transport,25.0,4.0
1772,23.0,Intern/Fresher,Finance,1,1.9,1.0,6.8,Public Transport,16.0,1.0
424,26.0,Junior,IT,3,1.0,3.0,8.1,Public Transport,8.0,4.0
1715,26.0,Senior,Finance,4,1.6,2.0,6.0,Public Transport,12.0,4.0
554,40.0,Senior,IT,2,3.1,1.0,7.2,Motorbike,13.0,3.0
2186,44.0,Senior,IT,5,0.6,2.0,6.9,Car,24.0,4.0
1037,25.0,Junior,IT,1,3.4,3.0,7.6,Car,10.0,3.0
2447,45.0,Mid,Finance,4,3.0,2.0,7.3,Car,24.0,4.0
358,40.0,Mid,Operations,3,1.5,1.0,8.1,Bike,2.0,4.0
953,23.0,Junior,IT,5,2.1,2.0,4.6,Public Transport,10.0,1.0
246,48.0,Senior,IT,5,2.5,3.0,7.8,Motorbike,7.0,4.0
488,39.0,Senior,Legal,2,2.0,1.0,6.9,Public Transport,20.0,4.0
1630,48.0,Senior,Marketing,2,2.8,5.0,7.7,Car,24.0,1.0
294,38.0,Mid,Finance,3,2.6,3.0,5.8,Public Transport,26.0,2.0
25,36.0,Senior,Legal,3,1.4,3.0,9.0,Public Transport,26.0,4.0
2822,31.0,Senior,IT,3,1.0,1.0,8.8,Car,24.0,5.0
936,26.0,Junior,IT,5,2.8,2.0,6.4,Motorbike,22.0,3.0
59,29.0,Junior,Legal,3,2.1,1.0,6.2,Public Transport,20.0,5.0
2925,43.0,Senior,IT,5,1.8,1.0,7.7,Car,24.0,4.0
537,24.0,Mid,IT,2,1.6,1.0,6.6,Public Transport,20.0,3.0
873,22.0,Junior,Operations,1,1.2,3.0,9.4,Motorbike,16.0,3.0
2623,22.0,Intern/Fresher,IT,5,2.7,1.0,6.9,Car,8.0,4.0
965,40.0,Senior,IT,3,3.6,2.0,7.7,Public Transport,24.0,5.0
1690,28.0,Junior,Finance,4,0.7,1.0,7.0,Car,5.0,4.0
2874,32.0,Mid,Finance,2,1.2,5.0,6.0,Car,13.0,3.0
970,27.0,Junior,Sales,1,1.3,2.0,7.7,Bike,7.0,3.0
35,28.0,Junior,Marketing,4,2.5,1.0,5.1,Car,18.0,4.0
1352,32.0,Senior,IT,4,2.2,1.0,8.2,Car,15.0,2.0
2362,35.0,Senior,IT,1,2.9,1.0,8.2,Public Transport,28.0,4.0
932,26.0,Junior,IT,5,1.6,1.0,7.3,Bike,1.0,5.0
1830,31.0,Mid,Legal,2,2.8,1.0,6.9,Bike,10.0,1.0
772,35.0,Senior,Finance,4,1.1,3.0,6.1,Car,18.0,3.0
2843,49.0,Senior,Finance,1,4.7,2.0,5.3,Public Transport,20.0,3.0
770,23.0,Intern/Fresher,IT,5,2.7,2.0,6.6,Bike,3.0,3.0
527,39.0,Mid,Operations,2,1.7,1.0,6.7,Public Transport,9.0,4.0
1010,48.0,Mid,IT,4,1.8,1.0,6.0,Public Transport,29.0,3.0
2465,29.0,Junior,Legal,5,1.9,3.0,6.0,Walk,2.0,4.0
1379,23.0,Junior,Finance,5,3.5,1.0,7.2,Public Transport,15.0,2.0
1183,60.0,Lead,Legal,2,0.6,1.0,7.1,Public Transport,8.0,1.0
2608,31.0,Senior,Operations,1,3.2,3.0,6.8,Bike,3.0,3.0
1574,40.0,Lead,Marketing,4,3.0,2.0,6.5,Car,21.0,4.0
2183,44.0,Lead,Marketing,3,1.1,5.0,6.2,Car,10.0,1.0
1927,37.0,Senior,Operations,2,0.2,1.0,6.1,Walk,1.0,4.0
2630,37.0,Mid,Marketing,2,1.9,1.0,8.3,Car,19.0,4.0
1938,32.0,Mid,Legal,1,3.7,3.0,8.4,Public Transport,7.0,4.0
1258,40.0,Senior,HR,3,3.0,3.0,8.0,Walk,2.0,2.0
2041,52.0,Senior,Operations,4,0.8,1.0,6.7,Car,17.0,5.0
116,24.0,Junior,Legal,2,1.0,5.0,7.4,Walk,2.0,5.0
2093,39.0,Mid,Finance,1,3.5,5.0,7.1,Car,13.0,1.0
1032,23.0,Intern/Fresher,Operations,2,1.3,1.0,9.6,Public Transport,10.0,3.0
259,33.0,Senior,Finance,5,2.2,1.0,5.7,Public Transport,24.0,4.0
93,22.0,Junior,Finance,4,1.6,1.0,5.8,Car,5.0,5.0
1812,59.0,Senior,IT,5,2.8,1.0,7.9,Bike,10.0,4.0
1834,28.0,Senior,IT,5,2.4,1.0,8.9,Walk,1.0,5.0
1420,38.0,Senior,Legal,3,0.8,1.0,5.8,Car,27.0,2.0
75,49.0,Lead,IT,2,2.0,3.0,7.3,Car,29.0,5.0
2627,32.0,Senior,Legal,3,3.1,2.0,7.7,Public Transport,16.0,4.0
1656,43.0,Senior,IT,5,1.7,1.0,8.9,Public Transport,27.0,4.0
3006,51.0,Lead,Finance,4,2.8,1.0,9.1,Car,26.0,5.0
2150,29.0,Mid,IT,4,3.8,3.0,6.4,Public Transport,14.0,1.0
1461,28.0,Junior,IT,5,2.8,1.0,6.4,Motorbike,18.0,5.0
386,36.0,Senior,Finance,3,1.9,1.0,6.8,Public Transport,18.0,4.0
278,46.0,Mid,Legal,4,1.4,1.0,8.1,Car,22.0,4.0
2893,31.0,Mid,IT,4,1.0,5.0,6.4,Public Transport,14.0,3.0
1489,29.0,Junior,IT,2,2.1,1.0,7.1,Motorbike,24.0,4.0
2761,34.0,Senior,IT,2,2.2,1.0,6.4,Walk,2.0,3.0
1424,38.0,Senior,IT,4,2.0,3.0,6.4,Car,10.0,2.0
2729,51.0,,,4,,2.0,,,,4.0
2590,28.0,,,5,2.0,1.0,7.0,,20.0,4.0
385,29.0,Junior,Finance,2,1.7,1.0,7.7,Public Transport,13.0,4.0
2029,27.0,Mid,IT,4,1.3,1.0,6.9,Public Transport,25.0,1.0
1076,46.0,Senior,Finance,4,0.9,2.0,6.5,Public Transport,22.0,3.0
2873,31.0,Mid,Sales,1,2.2,1.0,8.8,Public Transport,16.0,3.0
2768,28.0,Junior,IT,1,0.7,1.0,7.2,Public Transport,8.0,5.0
2598,44.0,Lead,Sales,5,2.4,1.0,6.5,Motorbike,14.0,4.0
1263,51.0,Lead,Customer Service,1,3.9,1.0,6.8,Public Transport,11.0,1.0
2410,32.0,Mid,Operations,3,2.2,1.0,7.7,Bike,1.0,4.0
700,36.0,Senior,Marketing,2,1.0,1.0,5.6,Bike,2.0,3.0
1167,58.0,Lead,Finance,3,3.8,2.0,8.3,Car,21.0,2.0
1056,52.0,Senior,HR,3,0.0,1.0,8.2,Walk,1.0,3.0
773,54.0,Lead,Legal,4,2.2,2.0,4.1,Bike,5.0,1.0
2577,23.0,,,2,1.3,2.0,6.3,,6.0,3.0
1856,38.0,Mid,Operations,5,1.7,1.0,7.1,Walk,2.0,5.0
62,38.0,Senior,Customer Service,1,2.7,1.0,8.4,Motorbike,3.0,5.0
2659,48.0,Mid,Operations,2,0.0,3.0,6.2,Public Transport,23.0,3.0
2583,29.0,Mid,Operations,2,3.4,2.0,6.8,Public Transport,29.0,3.0
9,42.0,Mid,Finance,5,1.8,2.0,7.6,Car,5.0,4.0
667,27.0,Junior,Finance,5,2.9,3.0,6.5,Motorbike,10.0,4.0
971,32.0,Senior,IT,2,2.5,1.0,7.9,Public Transport,11.0,1.0
1984,25.0,Senior,Legal,2,2.3,1.0,6.7,Car,21.0,4.0
282,22.0,Junior,Legal,2,2.0,3.0,8.6,Walk,1.0,4.0
1094,30.0,Senior,Finance,3,1.0,1.0,9.1,Motorbike,9.0,5.0
2677,22.0,Intern/Fresher,IT,4,2.5,2.0,7.4,Public Transport,8.0,4.0
1631,54.0,Lead,Sales,5,1.1,1.0,7.3,Public Transport,24.0,4.0
1785,22.0,Intern/Fresher,Marketing,2,0.9,3.0,6.3,Public Transport,25.0,1.0
317,34.0,Senior,Operations,4,2.8,2.0,7.4,Bike,10.0,4.0
284,37.0,Senior,IT,2,1.5,1.0,9.6,Car,25.0,4.0
753,42.0,Senior,Marketing,3,3.0,1.0,7.1,Car,15.0,3.0
684,23.0,Junior,Customer Service,3,2.2,1.0,6.5,Motorbike,12.0,3.0
1886,38.0,Senior,Marketing,1,0.9,1.0,8.2,Car,10.0,1.0
1699,22.0,Junior,Sales,2,1.5,1.0,7.3,Car,14.0,4.0
633,37.0,,,1,1.7,1.0,6.7,,2.0,3.0
1764,34.0,Senior,Marketing,1,3.2,1.0,6.5,Public Transport,26.0,1.0
2767,24.0,Junior,Sales,1,2.7,1.0,8.0,Bike,9.0,4.0
1460,49.0,Lead,Finance,3,3.5,1.0,7.1,Public Transport,6.0,2.0
2170,41.0,Lead,Operations,5,2.3,2.0,7.4,Bike,4.0,4.0
841,46.0,Senior,Sales,3,2.2,2.0,7.7,Motorbike,21.0,1.0
1999,37.0,Senior,Sales,5,2.3,1.0,5.8,Car,5.0,4.0
1701,32.0,Senior,IT,1,3.2,3.0,7.2,Walk,1.0,1.0
2821,31.0,,IT,4,1.6,1.0,5.7,,2.0,5.0
91,31.0,,,2,,1.0,,,,5.0
644,35.0,Mid,Marketing,3,1.5,5.0,6.9,Car,8.0,3.0
1012,28.0,Junior,Marketing,1,1.2,1.0,6.8,Car,13.0,1.0
2701,30.0,Senior,Customer Service,3,2.5,5.0,7.9,Motorbike,16.0,4.0
1000,44.0,Senior,Finance,3,1.0,1.0,5.9,Car,13.0,3.0
1905,33.0,Mid,Finance,5,0.5,1.0,7.5,Car,22.0,5.0
2203,50.0,Lead,Operations,1,0.0,1.0,5.3,Public Transport,7.0,3.0
379,24.0,Junior,Operations,5,1.3,1.0,6.2,Car,12.0,4.0
1980,39.0,Mid,Finance,3,3.5,1.0,6.6,Motorbike,7.0,4.0
53,48.0,Lead,Finance,5,2.3,1.0,7.7,Car,27.0,5.0
611,23.0,Junior,IT,5,0.0,4.0,6.7,Public Transport,7.0,3.0
1348,33.0,Senior,IT,2,1.5,2.0,6.7,Public Transport,17.0,2.0
2094,48.0,Senior,HR,4,1.5,2.0,6.9,Car,21.0,4.0
1341,48.0,Mid,Operations,3,2.0,1.0,7.0,Car,9.0,2.0
986,27.0,Junior,Operations,2,1.9,1.0,5.5,Public Transport,25.0,3.0
2075,30.0,Senior,Operations,5,1.2,1.0,7.2,Walk,2.0,5.0
698,24.0,Mid,IT,1,1.8,1.0,7.5,Car,14.0,1.0
691,23.0,Intern/Fresher,Finance,2,0.8,3.0,6.9,Car,28.0,3.0
1523,32.0,Senior,IT,3,1.5,3.0,5.3,Bike,4.0,1.0
591,38.0,Mid,HR,5,1.9,1.0,4.8,Walk,2.0,4.0
300,22.0,Intern/Fresher,IT,2,2.9,1.0,6.6,Public Transport,21.0,4.0
1677,48.0,Lead,Operations,5,1.4,2.0,6.1,Bike,2.0,4.0
2864,31.0,Senior,IT,3,3.6,1.0,6.9,Car,22.0,3.0
2899,27.0,Mid,Sales,3,1.8,3.0,5.0,Car,6.0,5.0
694,40.0,Mid,Legal,3,2.1,1.0,4.0,Walk,1.0,1.0
1667,28.0,Mid,Marketing,1,2.2,1.0,7.2,Car,12.0,1.0
1341,48.0,Mid,Operations,3,2.0,1.0,7.0,Car,9.0,2.0
1503,48.0,Senior,IT,3,0.6,1.0,8.6,Bike,10.0,4.0
387,30.0,Mid,Operations,5,0.2,1.0,6.3,Car,11.0,5.0
1040,26.0,Junior,Finance,4,2.2,1.0,6.1,Bike,8.0,3.0
2584,44.0,Mid,IT,4,2.4,1.0,5.4,Bike,2.0,4.0
582,45.0,,IT,1,3.2,1.0,7.3,,19.0,4.0
2737,33.0,Senior,IT,4,2.1,1.0,6.5,Car,9.0,3.0
2123,27.0,Junior,Finance,2,0.7,3.0,6.2,Car,5.0,1.0
2489,54.0,Lead,Finance,4,1.5,1.0,7.6,Bike,3.0,4.0
44,24.0,Junior,IT,3,1.8,2.0,5.7,Car,29.0,5.0
1331,36.0,Senior,Customer Service,4,1.4,1.0,6.0,Public Transport,19.0,2.0
2105,22.0,Intern/Fresher,Operations,2,2.2,1.0,8.4,Bike,2.0,4.0
2175,39.0,Mid,Sales,3,3.0,1.0,8.5,Walk,2.0,4.0
2903,33.0,Mid,Marketing,3,0.3,3.0,8.4,Bike,10.0,5.0
2335,23.0,Intern/Fresher,IT,5,2.6,1.0,7.2,Bike,3.0,4.0
893,35.0,Senior,Sales,5,3.5,1.0,7.1,Public Transport,21.0,3.0
123,51.0,Senior,Operations,2,0.8,3.0,7.2,Car,6.0,5.0
2212,23.0,Intern/Fresher,Finance,2,2.3,3.0,7.9,Bike,8.0,4.0
2014,44.0,,,5,,2.0,,,,4.0
1043,32.0,Senior,IT,1,1.7,4.0,6.8,Public Transport,21.0,1.0
2204,24.0,Mid,Operations,4,1.6,1.0,5.4,Public Transport,9.0,4.0
